student_id,age,gender,year_of_study,gpa,academic_consistency,programming_skill_score,problem_solving_score,digital_skill_score,communication_skill_score,teamwork_score,leadership_score,adaptability_score,learning_motivation_score,internship_count,internship_duration_months,project_count,project_portfolio_score,industry_alignment_score,workshops_attended,online_courses_completed,networking_events_attended,career_clarity_score,market_awareness_score,higher_study_interest,target_industry,career_goal_alignment_score,interview_readiness_score,resume_quality_score,employment_competitiveness_score,employment_competitiveness_level
STU0126,25,Female,1,8.07,83.14,56.81,63.5,56.21,62.5,82.97,49.27,77.46,64.31,2,11,4,65.98,64.15,7,7,5,54.35,69.15,No,Finance,67.35,57.67,63.56,42.38,Medium
STU0127,19,Male,3,6.92,72.79,52.58,53.91,50.37,71.98,62.13,75.75,71.87,69.25,0,3,7,67.56,49.62,9,4,2,58.19,68.31,Undecided,Manufacturing,63.65,65.27,65.46,22.21,Low
STU0128,18,Female,3,8.94,89.41,75.62,73.16,72.92,49.83,78.32,79.67,77.28,77.31,5,23,9,80.7,89.05,3,4,7,58.0,69.8,Undecided,Government,66.54,59.34,100.0,78.84,High
STU0129,21,Male,3,5.59,68.65,61.14,55.85,64.8,98.79,87.29,67.18,92.12,69.2,4,16,5,66.29,76.31,5,5,2,53.14,54.96,Undecided,Manufacturing,60.65,82.34,94.93,53.18,Medium
STU0130,21,Male,1,8.03,81.68,82.58,91.44,85.12,52.48,63.55,52.73,80.71,78.0,1,4,6,84.3,50.12,6,2,4,74.71,69.88,No,Finance,55.79,69.23,60.05,58.77,Medium
STU0131,21,Male,3,6.47,60.39,82.92,85.84,69.86,65.82,65.64,57.22,87.11,68.41,5,11,2,67.14,84.66,4,8,2,74.55,75.24,No,Information Technology,70.16,74.27,80.75,52.45,Medium
STU0132,22,Female,3,9.26,90.59,87.86,88.81,94.0,69.58,57.47,56.76,73.14,79.37,2,8,4,71.96,65.57,5,6,8,51.32,76.55,No,Information Technology,72.82,70.48,68.25,59.11,Medium
STU0133,18,Female,3,9.59,97.56,58.92,85.43,84.08,94.86,92.56,78.33,62.31,78.93,2,8,4,61.21,44.23,6,6,3,100.0,76.94,No,Research,72.75,77.99,44.41,70.02,High
STU0134,22,Female,3,6.28,75.12,76.18,76.64,73.51,52.78,55.99,63.7,71.31,64.08,2,9,8,94.78,83.86,12,7,5,54.96,75.71,Yes,Consulting,68.99,60.36,72.95,56.07,Medium
STU0135,24,Male,3,6.54,73.08,78.22,75.02,87.52,95.79,75.31,88.69,62.34,65.69,4,11,7,79.71,77.9,6,6,5,39.66,77.45,Undecided,Research,69.65,81.59,74.72,79.56,High
STU0136,22,Female,4,8.23,78.12,63.84,68.41,56.55,79.84,85.85,90.98,90.7,80.25,3,15,9,82.85,82.5,7,7,3,79.62,94.46,No,Information Technology,91.85,92.18,70.49,75.56,High
STU0137,18,Male,2,6.74,88.06,59.97,70.32,75.74,75.42,55.11,56.09,81.48,90.92,0,0,8,93.94,62.13,3,1,3,69.81,90.88,Yes,Finance,84.05,83.13,61.06,42.54,Medium
STU0138,18,Female,4,7.15,76.2,90.92,70.2,92.48,57.2,50.5,49.84,78.25,77.46,5,17,5,74.6,67.04,4,8,4,64.19,97.62,Yes,Healthcare,90.17,65.42,67.83,69.91,Medium
STU0139,24,Male,3,7.23,84.0,72.96,79.35,80.76,77.42,74.66,89.28,86.83,74.49,1,2,5,77.87,64.65,8,3,6,72.05,85.71,Yes,Research,85.97,80.44,64.35,54.6,Medium
STU0140,18,Male,1,4.9,53.04,78.27,68.46,74.89,60.59,70.2,75.48,47.76,61.48,3,14,8,98.27,87.27,7,2,4,69.28,40.53,Yes,Education,57.67,54.59,70.66,32.27,Low
STU0141,25,Male,1,7.18,78.35,59.31,75.07,35.08,86.47,83.76,79.93,79.06,91.51,3,13,9,87.44,89.68,6,10,4,80.48,73.29,No,Government,81.89,87.73,75.92,69.06,Medium
STU0142,18,Male,2,6.37,73.21,54.15,65.74,55.37,57.38,62.8,70.01,56.27,75.75,1,4,6,71.06,68.61,9,5,6,66.98,55.76,Undecided,Manufacturing,54.97,55.33,49.05,31.97,Low
STU0143,21,Female,4,6.61,78.02,62.6,69.18,60.17,68.53,96.14,78.42,71.91,78.81,1,3,8,96.29,81.5,5,2,2,62.58,77.67,Yes,Government,77.17,62.44,82.45,45.89,Medium
STU0144,25,Female,3,8.93,97.77,68.39,73.03,59.83,62.78,65.97,73.08,68.26,86.23,4,10,4,53.47,77.75,8,6,8,73.24,73.51,Undecided,Finance,73.19,75.0,87.53,61.15,Medium
STU0145,25,Male,4,5.69,67.32,56.17,64.42,64.12,57.16,63.41,60.45,79.94,85.5,2,5,3,44.06,49.71,7,5,7,81.9,82.14,Yes,Education,88.15,69.85,49.37,41.73,Medium
STU0146,24,Female,3,8.18,81.41,69.87,80.84,66.24,79.64,67.87,74.89,74.74,85.6,3,13,4,70.98,66.71,2,7,3,68.54,63.53,No,Finance,70.0,76.2,63.12,49.86,Medium
STU0147,20,Male,2,6.87,67.83,48.05,51.22,50.18,76.96,75.87,55.67,88.14,80.28,2,11,6,63.55,72.31,8,2,4,69.27,85.23,Undecided,Manufacturing,82.98,80.18,70.43,43.72,Medium
STU0148,20,Female,1,6.86,74.07,55.44,66.57,51.9,85.72,84.72,70.83,64.78,79.98,3,11,8,86.3,73.64,11,4,3,89.41,60.44,No,Healthcare,77.39,71.72,71.35,57.22,Medium
STU0149,18,Female,2,8.15,89.88,78.72,83.75,68.14,46.86,73.12,57.18,80.51,70.88,2,9,5,72.1,71.14,5,4,5,70.69,76.81,Yes,Finance,71.93,62.22,57.79,47.6,Medium
STU0150,25,Female,2,7.61,76.93,77.85,71.21,86.03,83.83,62.83,66.46,73.95,60.59,1,4,6,83.91,81.66,5,0,2,48.1,45.41,No,Education,54.7,59.95,55.75,51.72,Medium
STU0151,20,Male,1,7.88,88.38,64.91,70.44,61.09,100.0,82.54,70.77,52.38,73.06,2,11,7,70.67,59.09,6,2,2,71.18,42.55,No,Consulting,51.21,64.52,54.01,43.71,Medium
STU0152,20,Female,2,8.36,95.41,56.77,75.78,58.07,64.13,73.33,63.3,60.98,77.31,4,16,5,69.77,84.19,3,0,3,70.11,67.41,Yes,Education,69.42,66.06,87.39,52.16,Medium
STU0153,18,Female,3,6.8,64.79,56.64,54.1,58.59,94.64,88.46,64.45,70.2,63.84,2,11,10,85.82,63.3,2,3,5,73.85,58.6,Yes,Manufacturing,65.63,73.93,79.39,29.23,Low
STU0154,20,Male,4,6.47,62.37,65.15,68.95,71.22,66.58,70.03,75.74,85.35,79.87,1,5,2,58.56,60.29,4,4,3,73.46,51.76,Yes,Government,56.52,68.95,52.61,55.78,Medium
STU0155,22,Male,4,5.9,62.12,78.38,64.85,79.67,52.16,68.9,64.16,77.56,53.24,5,13,6,96.35,100.0,6,8,2,70.24,47.89,Yes,Consulting,58.48,64.8,97.57,53.83,Medium
STU0156,19,Female,4,6.21,68.04,82.07,84.25,46.69,66.03,61.62,45.61,57.99,61.4,4,8,4,62.29,87.3,7,3,1,74.91,59.33,No,Information Technology,60.39,62.6,86.85,34.87,Low
STU0157,24,Female,3,10.0,96.33,63.55,96.02,77.17,83.63,93.21,71.51,70.32,75.45,0,3,8,79.41,52.91,7,6,0,51.87,62.49,Undecided,Manufacturing,49.42,62.19,46.7,46.53,Medium
STU0158,19,Female,2,8.69,97.68,55.0,67.05,76.61,59.1,76.52,73.6,96.21,73.32,5,11,2,48.23,90.03,5,6,2,100.0,59.39,Yes,Consulting,76.77,70.1,78.89,74.87,High
STU0159,18,Female,3,5.58,63.19,73.48,74.46,61.91,62.2,54.54,56.12,73.33,82.57,3,7,4,68.3,68.07,2,3,2,71.08,74.69,No,Consulting,76.66,69.41,55.4,31.8,Low
STU0160,21,Female,4,5.61,60.77,59.29,57.14,54.89,77.72,64.22,61.54,68.07,54.46,1,5,4,42.42,70.85,6,3,5,53.98,58.51,Yes,Research,49.29,69.4,52.76,22.36,Low
STU0161,24,Male,1,7.78,69.97,63.26,76.28,62.29,70.04,61.05,65.98,77.9,67.56,1,5,7,77.41,62.29,5,10,2,47.9,45.12,Undecided,Manufacturing,52.02,71.23,69.04,43.37,Medium
STU0162,18,Male,2,7.86,71.53,87.23,69.17,72.42,77.6,81.7,80.12,81.16,82.56,3,9,8,88.78,85.14,8,4,3,76.95,80.07,Undecided,Government,79.04,83.3,91.12,70.5,High
STU0163,25,Male,4,7.86,82.71,80.75,84.13,78.65,73.09,60.04,50.05,66.53,79.72,4,9,5,71.57,83.95,1,5,2,64.05,71.06,Yes,Information Technology,67.91,69.38,83.62,56.21,Medium
STU0164,21,Female,2,6.89,57.08,72.05,60.42,52.16,76.24,71.0,78.51,78.03,58.41,1,5,5,72.57,49.09,5,5,4,74.48,77.2,Undecided,Healthcare,81.4,88.64,40.05,42.29,Medium
STU0165,19,Male,3,7.05,80.54,53.47,65.59,50.23,64.38,73.52,60.22,68.05,79.75,1,4,4,61.55,69.38,5,4,4,100.0,80.32,Yes,Finance,100.0,82.0,50.95,46.62,Medium
STU0166,18,Female,3,7.59,77.2,72.75,66.51,87.4,73.01,72.19,71.3,80.63,78.82,1,2,8,88.17,68.46,3,5,2,70.39,52.91,Yes,Education,76.75,73.28,65.59,39.09,Low
STU0167,25,Female,1,7.3,98.4,83.81,93.73,68.81,57.94,68.66,66.09,74.04,100.0,3,11,5,65.72,63.73,6,7,5,86.31,87.63,Yes,Research,80.03,84.3,69.75,50.48,Medium
STU0168,24,Female,2,4.54,67.02,65.12,61.07,80.25,86.75,68.38,67.3,77.78,75.43,1,7,4,60.79,47.8,7,4,4,55.33,62.65,Yes,Finance,55.06,73.79,55.67,33.91,Low
STU0169,24,Male,2,6.92,71.01,87.56,83.67,83.71,61.75,73.74,56.96,62.89,67.45,0,0,6,78.31,50.3,6,5,4,73.93,70.23,Yes,Research,69.6,68.36,50.46,45.26,Medium
STU0170,23,Female,1,6.18,64.88,86.81,74.02,61.65,84.68,71.97,70.93,62.14,58.64,3,14,2,64.6,68.07,6,2,2,57.21,62.95,No,Finance,66.4,72.75,76.43,48.28,Medium
STU0171,25,Male,1,7.41,83.66,91.63,84.6,88.75,66.96,66.89,87.66,83.35,72.59,4,10,6,74.34,68.06,5,8,7,52.65,77.34,No,Education,66.05,65.21,75.86,62.15,Medium
STU0172,22,Female,4,10.0,100.0,73.97,84.47,71.51,72.63,75.06,56.09,71.05,73.88,2,5,7,82.44,61.81,9,6,4,72.84,52.21,Yes,Information Technology,66.4,64.7,59.14,70.46,High
STU0173,20,Male,2,7.64,67.29,77.64,67.39,70.15,63.57,69.64,88.57,75.42,83.52,2,4,4,80.04,51.73,0,9,1,92.24,68.86,Yes,Education,81.3,65.12,60.25,60.08,Medium
STU0174,21,Male,3,6.82,58.88,88.38,77.06,83.06,56.79,65.8,62.11,68.32,66.27,2,7,7,64.65,54.77,5,4,2,84.5,64.04,Yes,Government,75.98,73.43,82.86,48.54,Medium
STU0175,25,Female,2,8.31,80.44,75.82,89.52,78.45,47.32,53.79,59.08,82.78,83.08,2,6,3,60.18,74.72,11,5,1,100.0,86.84,Undecided,Information Technology,92.24,78.4,75.17,61.49,Medium
STU0176,23,Male,4,7.78,84.1,63.48,66.78,73.99,56.28,62.33,50.84,64.71,87.48,5,20,7,61.34,91.55,5,5,5,69.22,86.57,Yes,Research,83.02,64.06,88.73,64.11,Medium
STU0177,20,Male,2,7.7,82.78,64.17,82.22,79.08,65.79,69.63,59.56,70.37,53.86,3,9,2,52.46,66.68,3,10,4,75.09,72.21,Yes,Information Technology,76.51,69.85,66.96,54.11,Medium
STU0178,20,Female,2,7.93,88.86,73.1,90.98,76.29,72.75,58.99,60.8,81.43,92.04,1,6,3,67.27,78.97,6,3,3,79.98,55.86,Yes,Manufacturing,62.87,66.58,55.99,47.56,Medium
STU0179,18,Female,4,9.67,88.63,53.22,63.44,47.51,83.13,72.78,61.71,86.08,82.34,2,9,5,59.54,72.96,5,4,3,71.72,60.2,Yes,Government,74.83,76.59,63.5,43.86,Medium
STU0180,20,Female,4,5.84,46.35,68.14,50.25,64.74,64.21,72.77,67.01,65.71,64.85,2,10,4,71.26,69.85,9,7,6,83.31,50.9,No,Healthcare,77.94,70.14,61.6,39.85,Low
STU0181,22,Female,1,7.77,85.94,84.26,85.41,100.0,58.53,53.56,56.49,95.52,76.28,3,15,5,85.38,82.59,10,8,6,61.9,78.82,Yes,Consulting,69.41,62.6,77.33,66.14,Medium
STU0182,24,Female,4,6.09,59.01,41.51,49.95,62.08,51.24,74.62,89.14,75.76,61.59,2,7,6,67.74,64.98,7,5,5,59.62,60.15,Yes,Manufacturing,65.04,55.92,57.2,31.61,Low
STU0183,23,Male,3,7.87,66.7,89.95,93.77,100.0,76.24,87.0,63.52,59.48,70.59,4,16,4,67.36,63.35,4,7,3,62.3,74.92,Undecided,Research,65.99,69.77,76.46,79.95,High
STU0184,20,Male,3,6.1,65.92,84.59,76.42,92.48,87.98,67.14,74.73,76.43,92.46,3,9,7,88.89,75.89,7,5,5,54.88,58.61,Undecided,Healthcare,54.78,67.13,71.53,48.85,Medium
STU0185,18,Male,1,6.7,75.85,64.02,63.94,69.63,86.46,92.48,84.96,67.4,80.8,2,9,5,80.85,43.39,5,6,6,44.78,60.7,Undecided,Information Technology,51.82,70.14,57.77,45.69,Medium
STU0186,22,Female,1,6.85,70.8,77.06,65.28,77.4,79.23,74.22,60.94,77.21,84.33,4,16,7,71.32,66.58,6,5,3,67.68,60.91,Undecided,Consulting,62.67,57.95,77.61,44.42,Medium
STU0187,19,Female,4,8.37,82.13,70.04,83.98,70.16,78.3,79.42,83.61,71.49,73.46,3,9,7,88.38,92.23,2,4,5,36.48,41.81,No,Consulting,56.15,59.24,97.45,69.44,Medium
STU0188,24,Male,3,8.3,83.58,85.99,78.38,61.92,92.07,76.46,73.0,72.89,70.72,4,8,3,54.79,71.69,3,10,2,63.98,45.11,Undecided,Manufacturing,59.06,82.32,61.98,56.01,Medium
STU0189,24,Male,2,5.71,58.8,82.77,73.18,77.7,74.32,82.67,45.61,61.06,56.87,5,11,4,56.83,67.07,5,8,3,38.98,74.39,No,Finance,52.86,68.41,68.35,40.94,Medium
STU0190,23,Female,4,7.27,65.99,51.8,69.05,72.6,78.4,79.34,83.29,83.88,68.87,1,4,7,63.26,61.57,10,3,5,94.02,70.3,Undecided,Education,80.22,73.19,58.84,45.02,Medium
STU0191,24,Male,4,6.35,62.15,77.63,67.81,68.7,65.83,61.48,52.57,58.13,45.72,1,7,6,76.86,67.79,9,2,3,64.0,70.88,Undecided,Education,73.26,60.97,60.18,35.14,Low
STU0192,20,Female,1,5.69,64.86,67.33,67.63,73.15,52.29,51.88,46.66,58.69,58.78,4,16,5,78.67,95.89,10,6,3,27.83,77.05,No,Education,64.66,50.15,65.96,38.62,Low
STU0193,18,Female,3,6.94,74.71,71.08,73.0,79.61,61.11,52.9,70.05,76.41,69.03,4,12,3,43.79,84.3,10,4,6,70.46,67.52,Undecided,Research,74.13,61.7,83.09,58.21,Medium
STU0194,24,Female,1,6.83,72.65,60.53,73.13,56.19,69.88,73.33,66.97,91.23,76.22,5,12,6,79.1,94.45,10,6,4,73.98,73.5,Yes,Healthcare,73.85,75.27,78.89,72.8,High
STU0195,24,Male,4,10.0,93.03,92.73,94.01,78.49,70.79,77.58,83.86,67.77,79.08,0,1,6,81.23,42.35,8,2,5,60.98,69.23,Yes,Education,78.76,62.72,57.55,60.25,Medium
STU0196,19,Female,3,7.72,78.21,83.52,78.2,67.76,95.04,89.28,97.53,80.41,79.76,3,9,6,70.41,93.97,6,3,6,94.2,83.31,No,Healthcare,85.01,92.2,82.63,75.26,High
STU0197,19,Female,4,5.55,44.71,60.38,58.33,56.99,71.06,70.8,62.81,84.88,65.98,1,3,5,70.87,72.88,6,6,3,78.84,73.49,No,Healthcare,74.23,71.94,54.68,26.95,Low
STU0198,21,Female,1,6.52,69.93,52.65,60.19,48.08,85.32,66.82,82.24,81.78,68.78,2,7,3,49.63,65.34,6,8,4,66.3,54.21,Undecided,Government,55.74,73.45,61.48,37.08,Low
STU0199,22,Female,1,8.43,95.87,64.99,65.98,58.74,64.34,62.13,56.76,68.27,61.37,1,3,4,80.82,63.16,5,3,5,77.9,57.8,Undecided,Consulting,66.0,70.73,69.25,42.74,Medium
STU0200,20,Female,2,9.71,87.07,75.65,81.58,87.8,65.95,81.2,99.7,58.91,67.97,1,3,6,80.47,47.69,5,6,3,93.24,73.29,No,Healthcare,74.49,77.24,43.74,53.69,Medium
STU0201,24,Female,2,5.3,53.6,73.12,81.8,63.06,52.72,58.88,53.47,45.51,48.66,0,2,8,86.04,53.82,5,7,3,51.78,73.12,Yes,Finance,54.76,68.7,57.81,25.15,Low
STU0202,25,Male,2,4.94,56.76,86.29,66.63,80.72,60.35,68.59,79.41,68.85,69.72,3,11,1,60.39,66.65,3,3,1,57.69,66.39,Yes,Research,63.63,70.06,70.02,33.91,Low
STU0203,24,Female,4,9.45,100.0,80.27,79.94,71.12,76.85,63.83,79.68,86.14,94.03,2,8,3,73.84,62.53,4,4,5,70.38,55.47,No,Consulting,62.64,64.75,73.5,74.12,High
STU0204,18,Female,2,7.67,75.89,82.6,71.77,89.22,70.1,74.91,75.54,58.51,77.56,0,1,4,80.44,68.11,4,5,6,44.88,68.46,No,Information Technology,67.59,76.06,47.2,44.2,Medium
STU0205,21,Male,2,6.16,60.59,74.25,75.42,85.95,82.26,72.44,65.87,80.4,77.14,2,9,8,93.41,73.6,4,9,9,74.29,81.53,Yes,Finance,79.1,78.88,75.23,52.97,Medium
STU0206,22,Female,4,7.84,66.78,51.94,65.33,69.21,72.36,83.03,73.33,60.6,65.35,1,5,7,84.19,56.91,8,4,3,94.71,75.53,Yes,Information Technology,88.9,80.2,70.91,52.45,Medium
STU0207,25,Female,2,4.04,47.08,67.46,60.57,72.16,65.42,77.17,45.52,73.27,58.76,5,22,5,78.24,91.3,6,5,5,68.1,70.06,No,Finance,73.48,72.92,88.89,52.1,Medium
STU0208,21,Female,4,7.2,89.09,83.78,76.54,75.77,97.93,79.11,82.86,80.49,73.6,2,8,9,100.0,68.71,7,11,4,46.24,62.26,Undecided,Healthcare,50.04,67.43,81.11,63.61,Medium
STU0209,23,Male,1,7.59,80.25,69.33,75.03,58.21,68.78,69.68,73.78,64.09,58.75,2,9,3,56.11,43.13,6,6,4,82.03,71.41,Yes,Information Technology,75.48,82.83,61.4,54.86,Medium
STU0210,22,Male,3,8.31,84.63,76.54,66.55,93.53,85.12,72.79,76.36,74.05,85.76,4,12,9,100.0,94.09,3,5,2,94.66,66.16,No,Consulting,83.71,82.99,82.33,73.61,High
STU0211,24,Other,1,5.98,66.07,65.86,68.91,60.63,64.78,54.96,27.75,67.02,66.66,3,14,7,74.62,72.12,4,9,3,29.18,48.98,No,Education,33.08,61.55,79.86,31.86,Low
STU0212,24,Female,1,7.3,75.62,56.61,73.91,69.77,79.22,67.07,56.09,80.46,64.39,3,10,5,66.92,71.34,2,5,5,77.98,53.81,No,Finance,56.56,71.78,75.92,56.38,Medium
STU0213,22,Male,4,6.09,59.12,68.4,56.46,80.22,82.06,78.91,67.16,74.82,60.7,3,9,8,80.93,89.13,6,3,7,79.71,82.12,Undecided,Information Technology,80.92,74.28,74.64,57.66,Medium
STU0214,24,Female,1,7.51,83.35,74.02,65.22,67.16,72.71,75.97,76.27,72.68,68.17,5,11,4,71.3,86.03,4,2,2,77.16,70.99,Yes,Education,72.85,76.79,82.34,70.63,High
STU0215,20,Female,3,6.13,66.75,61.48,78.66,76.19,39.39,59.21,62.04,90.7,75.96,1,5,6,81.75,69.39,7,4,5,73.52,87.31,Undecided,Manufacturing,54.26,56.38,72.47,37.66,Low
STU0216,22,Female,2,6.71,70.51,66.94,64.91,76.46,70.24,68.59,67.52,79.95,83.27,5,18,4,60.17,79.24,10,1,1,71.79,68.25,Yes,Government,58.63,67.67,88.14,63.59,Medium
STU0217,21,Female,2,6.01,57.26,57.79,70.13,81.06,86.0,88.03,87.93,63.72,61.03,4,10,5,53.93,78.67,4,7,3,66.08,62.21,No,Healthcare,59.66,58.57,70.4,52.76,Medium
STU0218,22,Male,4,7.98,90.94,84.55,83.64,73.81,76.86,75.22,61.23,70.97,57.85,3,15,4,77.68,52.75,9,2,6,92.21,84.14,Yes,Finance,89.45,89.6,71.62,66.38,Medium
STU0219,25,Male,1,8.23,88.72,66.17,74.53,55.53,75.8,81.14,82.67,71.09,75.68,3,15,4,71.44,63.83,3,4,7,71.35,70.79,Undecided,Finance,68.41,69.98,80.28,56.22,Medium
STU0220,24,Male,3,6.92,68.41,88.89,82.45,75.83,47.61,43.69,60.89,72.96,69.43,3,11,2,73.63,68.59,6,4,5,100.0,73.29,Yes,Consulting,93.69,67.59,67.15,60.17,Medium
STU0221,20,Female,4,7.25,82.26,89.87,77.16,83.52,60.63,30.0,58.19,100.0,81.77,0,0,6,88.61,55.65,8,2,9,84.2,58.57,No,Consulting,68.32,68.0,72.85,45.72,Medium
STU0222,20,Male,3,5.46,55.66,68.95,66.57,70.5,75.35,76.75,71.52,76.45,61.77,1,4,8,91.47,59.67,5,6,5,71.66,73.96,Undecided,Manufacturing,69.24,76.86,59.4,40.95,Medium
STU0223,23,Male,4,6.84,66.09,56.89,60.68,59.36,75.33,59.65,89.68,47.57,64.36,5,16,5,59.17,77.85,7,5,0,56.23,59.67,No,Information Technology,77.38,59.22,75.84,46.46,Medium
STU0224,21,Male,1,7.14,68.94,42.88,47.86,36.49,85.79,76.48,82.13,65.49,69.37,2,9,9,85.9,70.0,7,6,5,78.44,85.4,Undecided,Finance,86.12,73.07,77.38,40.98,Medium
STU0225,19,Female,2,10.0,87.6,50.86,71.25,64.68,68.12,67.63,57.08,48.81,70.08,2,7,5,79.98,68.17,5,5,4,57.48,77.57,Undecided,Finance,75.4,74.5,78.57,54.52,Medium
STU0226,19,Female,2,5.87,66.13,52.14,59.5,80.4,75.28,89.75,81.21,68.04,72.27,3,12,2,43.83,62.54,5,3,5,60.14,69.52,Yes,Government,61.2,66.58,62.47,34.09,Low
STU0227,22,Male,4,8.96,77.82,87.92,80.54,85.0,70.21,75.59,81.04,48.15,62.81,2,10,4,61.03,66.39,5,4,2,64.55,49.13,No,Finance,59.56,66.76,48.17,54.54,Medium
STU0228,23,Male,4,8.4,77.0,71.51,64.45,77.42,57.17,67.39,58.82,61.54,66.03,0,0,5,71.15,45.7,9,9,9,50.8,58.76,No,Government,58.63,55.11,51.21,37.88,Low
STU0229,18,Female,2,7.54,63.33,75.06,83.67,79.01,40.67,66.67,74.57,53.75,75.71,3,14,1,58.77,61.28,5,5,2,96.4,74.96,Undecided,Government,83.02,69.94,63.15,50.9,Medium
STU0230,22,Male,3,9.31,93.19,41.13,73.14,58.59,75.6,77.7,78.68,76.61,85.63,3,8,5,61.13,76.68,8,3,5,51.95,72.16,Yes,Finance,64.8,65.33,68.49,55.49,Medium
STU0231,23,Male,1,7.65,77.8,54.43,74.44,71.25,72.26,67.94,41.73,72.01,81.28,1,3,4,73.32,50.91,12,4,4,74.08,78.51,No,Manufacturing,76.91,75.0,68.52,36.6,Low
STU0232,21,Male,3,7.67,76.74,81.53,76.1,80.8,61.96,78.6,74.6,75.64,85.59,5,13,6,71.65,75.58,5,8,4,58.05,58.98,Yes,Government,60.45,64.86,71.45,69.41,Medium
STU0233,21,Male,3,7.14,66.96,73.73,57.78,69.42,48.95,50.93,53.19,70.75,74.39,1,6,4,53.68,44.74,6,11,3,48.55,36.99,Undecided,Healthcare,48.01,50.81,50.6,18.34,Low
STU0234,21,Male,4,8.67,79.82,68.09,89.2,61.49,78.19,78.42,81.44,55.27,77.87,2,6,3,70.26,63.11,3,5,2,66.6,50.25,Yes,Finance,72.26,70.69,63.51,61.02,Medium
STU0235,21,Female,3,8.52,89.93,77.34,80.79,72.05,66.54,54.47,75.03,78.16,65.71,0,3,5,60.81,59.31,10,5,1,67.88,41.43,Yes,Manufacturing,53.99,61.73,51.27,27.31,Low
STU0236,21,Male,2,6.45,64.2,91.27,72.55,85.34,77.24,76.8,76.53,95.07,77.83,3,7,4,74.48,78.03,7,3,3,92.79,76.83,Undecided,Education,80.44,71.16,66.51,69.38,Medium
STU0237,23,Female,1,5.62,62.79,67.13,70.52,65.76,94.23,84.33,100.0,76.91,68.41,2,6,10,100.0,68.27,6,3,6,76.25,71.06,Undecided,Government,64.13,71.64,76.93,50.52,Medium
STU0238,23,Male,1,6.96,66.44,70.9,79.5,74.14,42.16,75.74,62.9,66.89,83.42,2,8,3,61.55,79.75,7,1,3,73.22,63.64,Yes,Finance,63.79,50.74,63.32,49.89,Medium
STU0239,20,Female,2,6.24,67.43,72.5,71.04,76.27,60.91,51.76,68.84,54.86,73.41,4,9,4,59.79,65.96,10,4,7,81.43,82.28,No,Information Technology,77.1,66.97,65.1,59.18,Medium
STU0240,25,Female,2,7.12,83.2,100.0,99.35,95.33,67.28,64.27,76.97,61.1,66.78,0,0,4,85.18,42.86,4,4,1,65.79,56.43,No,Manufacturing,65.12,70.36,52.36,61.34,Medium
STU0241,19,Male,4,8.68,92.22,42.71,75.16,68.32,88.91,88.24,79.94,77.44,83.86,4,17,4,56.31,89.77,8,4,7,60.84,89.53,No,Information Technology,79.57,66.46,70.7,75.15,High
STU0242,24,Female,3,6.65,66.96,78.88,65.32,76.16,48.73,65.28,72.38,84.88,75.41,3,14,7,80.84,66.97,3,6,6,60.12,66.14,Undecided,Healthcare,71.2,60.57,65.31,41.65,Medium
STU0243,21,Male,3,7.15,76.15,68.51,67.09,56.6,95.17,84.63,74.28,75.13,78.28,5,20,4,77.13,84.74,5,6,3,59.21,44.43,No,Education,66.66,67.92,78.08,67.72,Medium
STU0244,18,Female,1,7.27,73.75,77.37,83.29,71.1,71.77,62.74,62.83,81.6,66.12,3,6,5,69.07,69.29,6,2,4,74.45,43.59,No,Information Technology,56.8,68.96,58.15,51.08,Medium
STU0245,24,Male,4,8.22,84.04,61.45,50.37,66.24,68.75,65.03,52.2,80.49,81.8,0,2,5,61.71,55.5,4,5,7,48.11,71.18,Yes,Government,55.58,73.14,66.45,29.33,Low
STU0246,23,Male,4,4.5,48.22,69.36,61.89,51.79,67.43,82.79,76.73,78.08,63.25,0,3,4,57.05,29.45,8,5,4,66.54,72.63,Undecided,Finance,62.72,69.3,46.02,24.47,Low
STU0247,18,Male,1,6.47,67.08,79.25,62.69,89.47,64.33,68.43,71.94,64.1,70.25,4,19,9,100.0,85.99,3,6,3,89.88,78.61,No,Manufacturing,95.43,79.38,86.65,65.76,Medium
STU0248,18,Other,3,7.45,78.53,100.0,83.67,88.42,83.63,81.39,91.55,74.09,68.19,4,18,7,93.42,82.7,4,7,5,74.59,57.99,No,Government,72.77,69.67,92.77,95.27,High
STU0249,18,Female,3,8.64,80.81,80.5,77.12,80.09,56.11,64.1,73.96,61.82,66.56,2,4,3,59.28,74.85,4,10,1,68.51,52.13,No,Education,70.26,56.45,66.66,53.71,Medium
STU0250,20,Female,1,6.61,62.38,58.98,60.51,78.09,74.49,61.69,64.8,72.21,79.06,3,6,6,59.13,61.22,6,4,7,62.14,87.5,Yes,Manufacturing,65.51,79.69,69.96,45.05,Medium
STU0251,23,Male,3,4.95,44.83,64.49,55.29,61.17,65.01,78.59,57.62,75.97,54.02,2,8,10,100.0,73.79,6,6,9,57.08,71.13,No,Research,65.53,77.12,77.81,23.11,Low
STU0252,18,Female,3,7.94,70.26,64.11,59.66,73.0,60.09,72.07,73.44,92.15,68.44,5,21,10,88.66,98.07,6,7,4,88.89,67.92,No,Government,82.68,74.72,100.0,58.47,Medium
